FIP,FIP2,Geography,countyGov,NACo Member,countySize,stateFips,countyFips,censusRegion,metroMicro,topGDPSector13,topEMPSector13
30039,30039,Granite County (MT),Yes,Yes,0,30,39,W,0,services,services
30041,30041,Hill County (MT),Yes,Yes,0,30,41,W,0,services,services
30043,30043,Jefferson County (MT),Yes,Yes,0,30,43,W,1,services,services
30045,30045,Judith Basin County (MT),Yes,Yes,0,30,45,W,0,services,agriculture
30047,30047,Lake County (MT),Yes,Yes,0,30,47,W,0,services,services
30049,30049,Lewis and Clark County (MT),Yes,Yes,1,30,49,W,1,services,services
30051,30051,Liberty County (MT),Yes,Yes,0,30,51,W,0,services,services
30053,30053,Lincoln County (MT),Yes,Yes,0,30,53,W,0,services,services
30055,30055,McCone County (MT),Yes,Yes,0,30,55,W,0,services,agriculture
30057,30057,Madison County (MT),Yes,Yes,0,30,57,W,0,services,services
30059,30059,Meagher County (MT),Yes,Yes,0,30,59,W,0,services,services
30061,30061,Mineral County (MT),Yes,Yes,0,30,61,W,0,services,services
30063,30063,Missoula County (MT),Yes,Yes,1,30,63,W,2,services,services
30065,30065,Musselshell County (MT),Yes,Yes,0,30,65,W,0,raw materials,services
30067,30067,Park County (MT),Yes,Yes,0,30,67,W,0,services,services
30069,30069,Petroleum County (MT),Yes,Yes,0,30,69,W,0,government,agriculture
30071,30071,Phillips County (MT),Yes,Yes,0,30,71,W,0,services,services
30073,30073,Pondera County (MT),Yes,Yes,0,30,73,W,0,services,services
30075,30075,Powder River County (MT),Yes,Yes,0,30,75,W,0,services,agriculture
30077,30077,Powell County (MT),Yes,Yes,0,30,77,W,0,services,government
30079,30079,Prairie County (MT),Yes,Yes,0,30,79,W,0,services,agriculture
30081,30081,Ravalli County (MT),Yes,Yes,0,30,81,W,0,services,services
30083,30083,Richland County (MT),Yes,Yes,0,30,83,W,0,services,services
30085,30085,Roosevelt County (MT),Yes,Yes,0,30,85,W,0,services,services
30087,30087,Rosebud County (MT),Yes,Yes,0,30,87,W,0,services,services
30089,30089,Sanders County (MT),Yes,Yes,0,30,89,W,0,services,services
30091,30091,Sheridan County (MT),Yes,Yes,0,30,91,W,0,services,services
30093,30093,Silver Bow County (MT),Yes,Yes,0,30,93,W,1,services,services
30095,30095,Stillwater County (MT),Yes,Yes,0,30,95,W,0,raw materials,services
30097,30097,Sweet Grass County (MT),Yes,Yes,0,30,97,W,0,raw materials,services
30099,30099,Teton County (MT),Yes,Yes,0,30,99,W,0,services,services
30101,30101,Toole County (MT),Yes,Yes,0,30,101,W,0,services,services
30103,30103,Treasure County (MT),Yes,Yes,0,30,103,W,0,services,agriculture
30105,30105,Valley County (MT),Yes,Yes,0,30,105,W,0,services,services
30107,30107,Wheatland County (MT),Yes,Yes,0,30,107,W,0,services,services
30109,30109,Wibaux County (MT),Yes,Yes,0,30,109,W,0,services,agriculture
30111,30111,Yellowstone County (MT),Yes,Yes,1,30,111,W,2,services,services
31001,31001,Adams County (NE),Yes,Yes,0,31,1,W,1,services,services
31003,31003,Antelope County (NE),Yes,No,0,31,3,W,0,services,services
31005,31005,Arthur County (NE),Yes,No,0,31,5,W,0,agriculture,agriculture
31007,31007,Banner County (NE),Yes,Yes,0,31,7,W,1,agriculture,agriculture
31009,31009,Blaine County (NE),Yes,No,0,31,9,W,0,agriculture,agriculture
31011,31011,Boone County (NE),Yes,Yes,0,31,11,W,0,services,services
31013,31013,Box Butte County (NE),Yes,No,0,31,13,W,0,services,services
31015,31015,Boyd County (NE),Yes,Yes,0,31,15,W,0,services,services
31017,31017,Brown County (NE),Yes,No,0,31,17,W,0,services,services
31019,31019,Buffalo County (NE),Yes,Yes,0,31,19,W,1,services,services
31021,31021,Burt County (NE),Yes,No,0,31,21,W,0,services,services
31023,31023,Butler County (NE),Yes,Yes,0,31,23,W,0,services,services
31025,31025,Cass County (NE),Yes,Yes,0,31,25,W,2,services,services
31027,31027,Cedar County (NE),Yes,No,0,31,27,W,0,services,services
31029,31029,Chase County (NE),Yes,Yes,0,31,29,W,0,services,services
31031,31031,Cherry County (NE),Yes,Yes,0,31,31,W,0,services,services
31033,31033,Cheyenne County (NE),Yes,Yes,0,31,33,W,0,services,services
31035,31035,Clay County (NE),Yes,Yes,0,31,35,W,0,services,services
31037,31037,Colfax County (NE),Yes,Yes,0,31,37,W,0,manufacturing,manufacturing
31039,31039,Cuming County (NE),Yes,Yes,0,31,39,W,0,services,services
31041,31041,Custer County (NE),Yes,Yes,0,31,41,W,0,services,services
31043,31043,Dakota County (NE),Yes,No,0,31,43,W,2,manufacturing,manufacturing
31045,31045,Dawes County (NE),Yes,No,0,31,45,W,0,services,services
31047,31047,Dawson County (NE),Yes,Yes,0,31,47,W,1,services,services
31049,31049,Deuel County (NE),Yes,No,0,31,49,W,0,services,services
31051,31051,Dixon County (NE),Yes,No,0,31,51,W,2,agriculture,manufacturing
31053,31053,Dodge County (NE),Yes,No,0,31,53,W,1,services,services
31055,31055,Douglas County (NE),Yes,Yes,2,31,55,W,2,services,services
31057,31057,Dundy County (NE),Yes,No,0,31,57,W,0,services,services
31059,31059,Fillmore County (NE),Yes,Yes,0,31,59,W,0,services,services
31061,31061,Franklin County (NE),Yes,Yes,0,31,61,W,0,services,services
31063,31063,Frontier County (NE),Yes,Yes,0,31,63,W,0,services,government
31065,31065,Furnas County (NE),Yes,No,0,31,65,W,0,services,services
31067,31067,Gage County (NE),Yes,No,0,31,67,W,1,services,services
31069,31069,Garden County (NE),Yes,Yes,0,31,69,W,0,agriculture,agriculture
31071,31071,Garfield County (NE),Yes,No,0,31,71,W,0,services,services
31073,31073,Gosper County (NE),Yes,No,0,31,73,W,1,services,agriculture
31075,31075,Grant County (NE),Yes,No,0,31,75,W,0,services,services
31077,31077,Greeley County (NE),Yes,Yes,0,31,77,W,0,agriculture,agriculture
31079,31079,Hall County (NE),Yes,Yes,1,31,79,W,2,services,services
31081,31081,Hamilton County (NE),Yes,Yes,0,31,81,W,2,services,services
31083,31083,Harlan County (NE),Yes,No,0,31,83,W,0,services,services
31085,31085,Hayes County (NE),Yes,Yes,0,31,85,W,0,agriculture,agriculture
31087,31087,Hitchcock County (NE),Yes,Yes,0,31,87,W,0,services,services
31089,31089,Holt County (NE),Yes,Yes,0,31,89,W,0,services,services
31091,31091,Hooker County (NE),Yes,No,0,31,91,W,0,services,services
31093,31093,Howard County (NE),Yes,Yes,0,31,93,W,2,services,services
31095,31095,Jefferson County (NE),Yes,Yes,0,31,95,W,0,services,services
31097,31097,Johnson County (NE),Yes,No,0,31,97,W,0,services,services
31099,31099,Kearney County (NE),Yes,No,0,31,99,W,1,services,services
31101,31101,Keith County (NE),Yes,Yes,0,31,101,W,0,services,services
31103,31103,Keya Paha County (NE),Yes,No,0,31,103,W,0,agriculture,agriculture
31105,31105,Kimball County (NE),Yes,Yes,0,31,105,W,0,services,services
31107,31107,Knox County (NE),Yes,Yes,0,31,107,W,0,services,services
31109,31109,Lancaster County (NE),Yes,No,1,31,109,W,2,services,services
31111,31111,Lincoln County (NE),Yes,Yes,0,31,111,W,1,services,services
31113,31113,Logan County (NE),Yes,No,0,31,113,W,1,agriculture,agriculture
31115,31115,Loup County (NE),Yes,No,0,31,115,W,0,agriculture,agriculture
31117,31117,McPherson County (NE),Yes,No,0,31,117,W,1,agriculture,agriculture
31119,31119,Madison County (NE),Yes,Yes,0,31,119,W,1,services,services
31121,31121,Merrick County (NE),Yes,Yes,0,31,121,W,2,services,services
31123,31123,Morrill County (NE),Yes,Yes,0,31,123,W,0,services,services
31125,31125,Nance County (NE),Yes,Yes,0,31,125,W,0,services,services
31127,31127,Nemaha County (NE),Yes,Yes,0,31,127,W,0,government,government
31129,31129,Nuckolls County (NE),Yes,Yes,0,31,129,W,0,services,services
31131,31131,Otoe County (NE),Yes,Yes,0,31,131,W,0,services,services
31133,31133,Pawnee County (NE),Yes,No,0,31,133,W,0,agriculture,agriculture
31135,31135,Perkins County (NE),Yes,No,0,31,135,W,0,services,services
31137,31137,Phelps County (NE),Yes,No,0,31,137,W,0,services,services
31139,31139,Pierce County (NE),Yes,No,0,31,139,W,1,services,services
31141,31141,Platte County (NE),Yes,No,0,31,141,W,1,services,services
31143,31143,Polk County (NE),Yes,No,0,31,143,W,0,services,services
31145,31145,Red Willow County (NE),Yes,Yes,0,31,145,W,0,services,services
31147,31147,Richardson County (NE),Yes,Yes,0,31,147,W,0,services,services
31149,31149,Rock County (NE),Yes,Yes,0,31,149,W,0,services,agriculture
31151,31151,Saline County (NE),Yes,Yes,0,31,151,W,0,manufacturing,services
31153,31153,Sarpy County (NE),Yes,Yes,1,31,153,W,2,services,services
31155,31155,Saunders County (NE),Yes,Yes,0,31,155,W,2,services,services
31157,31157,Scotts Bluff County (NE),Yes,No,0,31,157,W,1,services,services
31159,31159,Seward County (NE),Yes,Yes,0,31,159,W,2,services,services
31161,31161,Sheridan County (NE),Yes,No,0,31,161,W,0,services,services
31163,31163,Sherman County (NE),Yes,Yes,0,31,163,W,0,agriculture,services
31165,31165,Sioux County (NE),Yes,Yes,0,31,165,W,1,agriculture,agriculture
31167,31167,Stanton County (NE),Yes,Yes,0,31,167,W,1,manufacturing,agriculture
31169,31169,Thayer County (NE),Yes,Yes,0,31,169,W,0,services,services
31171,31171,Thomas County (NE),Yes,Yes,0,31,171,W,0,agriculture,services
31173,31173,Thurston County (NE),Yes,Yes,0,31,173,W,0,services,government
31175,31175,Valley County (NE),Yes,No,0,31,175,W,0,services,services
31177,31177,Washington County (NE),Yes,Yes,0,31,177,W,2,services,services
31179,31179,Wayne County (NE),Yes,Yes,0,31,179,W,0,services,services
31181,31181,Webster County (NE),Yes,No,0,31,181,W,0,services,services
31183,31183,Wheeler County (NE),Yes,Yes,0,31,183,W,0,agriculture,agriculture
31185,31185,York County (NE),Yes,Yes,0,31,185,W,0,services,services
32001,32001,Churchill County (NV),Yes,Yes,0,32,1,W,1,services,services
32003,32003,Clark County (NV),Yes,Yes,2,32,3,W,2,services,services
32005,32005,Douglas County (NV),Yes,Yes,0,32,5,W,1,services,services
32007,32007,Elko County (NV),Yes,Yes,1,32,7,W,1,services,services
32009,32009,Esmeralda County (NV),Yes,Yes,0,32,9,W,0,services,services
32011,32011,Eureka County (NV),Yes,Yes,0,32,11,W,1,raw materials,raw materials
32013,32013,Humboldt County (NV),Yes,Yes,0,32,13,W,1,raw materials,services
32015,32015,Lander County (NV),Yes,Yes,0,32,15,W,0,raw materials,raw materials
32017,32017,Lincoln County (NV),Yes,Yes,0,32,17,W,0,services,government
32019,32019,Lyon County (NV),Yes,Yes,1,32,19,W,1,services,services
32021,32021,Mineral County (NV),Yes,Yes,0,32,21,W,0,services,services
32023,32023,Nye County (NV),Yes,Yes,0,32,23,W,1,services,services
32027,32027,Pershing County (NV),Yes,Yes,0,32,27,W,0,raw materials,government
32029,32029,Storey County (NV),Yes,Yes,0,32,29,W,2,services,services
32031,32031,Washoe County (NV),Yes,Yes,1,32,31,W,2,services,services
32033,32033,White Pine County (NV),Yes,Yes,0,32,33,W,0,raw materials,services
32510,32510,Carson City (NV),Yes,Yes,1,32,510,W,2,services,services
33001,33001,Belknap County (NH),Yes,Yes,1,33,1,NE,1,services,services
33003,33003,Carroll County (NH),Yes,Yes,0,33,3,NE,0,services,services
33005,33005,Cheshire County (NH),Yes,Yes,1,33,5,NE,1,services,services
33007,33007,Coos County (NH),Yes,Yes,0,33,7,NE,1,services,services
33009,33009,Grafton County (NH),Yes,Yes,1,33,9,NE,1,services,services
33011,33011,Hillsborough County (NH),Yes,Yes,1,33,11,NE,2,services,services
33013,33013,Merrimack County (NH),Yes,Yes,1,33,13,NE,1,services,services
33015,33015,Rockingham County (NH),Yes,Yes,1,33,15,NE,2,services,services
33017,33017,Strafford County (NH),Yes,Yes,1,33,17,NE,2,services,services
33019,33019,Sullivan County (NH),Yes,Yes,0,33,19,NE,1,services,services
34001,34001,Atlantic County (NJ),Yes,Yes,1,34,1,NE,2,services,services
34003,34003,Bergen County (NJ),Yes,No,2,34,3,NE,2,services,services
34005,34005,Burlington County (NJ),Yes,No,1,34,5,NE,2,services,services
34007,34007,Camden County (NJ),Yes,Yes,2,34,7,NE,2,services,services
34009,34009,Cape May County (NJ),Yes,Yes,1,34,9,NE,2,services,services
34011,34011,Cumberland County (NJ),Yes,Yes,1,34,11,NE,2,services,services
34013,34013,Essex County (NJ),Yes,No,2,34,13,NE,2,services,services
34015,34015,Gloucester County (NJ),Yes,Yes,1,34,15,NE,2,services,services
34017,34017,Hudson County (NJ),Yes,Yes,2,34,17,NE,2,services,services
34019,34019,Hunterdon County (NJ),Yes,No,1,34,19,NE,2,services,services
34021,34021,Mercer County (NJ),Yes,Yes,1,34,21,NE,2,services,services
34023,34023,Middlesex County (NJ),Yes,No,2,34,23,NE,2,services,services
34025,34025,Monmouth County (NJ),Yes,No,2,34,25,NE,2,services,services
34027,34027,Morris County (NJ),Yes,No,1,34,27,NE,2,services,services
34029,34029,Ocean County (NJ),Yes,No,2,34,29,NE,2,services,services
34031,34031,Passaic County (NJ),Yes,No,2,34,31,NE,2,services,services
34033,34033,Salem County (NJ),Yes,No,1,34,33,NE,2,services,services
34035,34035,Somerset County (NJ),Yes,Yes,1,34,35,NE,2,services,services
34037,34037,Sussex County (NJ),Yes,Yes,1,34,37,NE,2,services,services
34039,34039,Union County (NJ),Yes,Yes,2,34,39,NE,2,services,services
34041,34041,Warren County (NJ),Yes,No,1,34,41,NE,2,services,services
35001,35001,Bernalillo County (NM),Yes,Yes,2,35,1,W,2,services,services
35003,35003,Catron County (NM),Yes,Yes,0,35,3,W,0,services,government
35005,35005,Chaves County (NM),Yes,Yes,1,35,5,W,1,services,services
35006,35006,Cibola County (NM),Yes,Yes,0,35,6,W,1,services,services
35007,35007,Colfax County (NM),Yes,Yes,0,35,7,W,0,services,services
35009,35009,Curry County (NM),Yes,Yes,0,35,9,W,1,services,services
35011,35011,De Baca County (NM),Yes,Yes,0,35,11,W,0,services,services
35013,35013,Dona Ana County (NM),Yes,Yes,1,35,13,W,2,services,services
35015,35015,Eddy County (NM),Yes,Yes,1,35,15,W,1,services,services
35017,35017,Grant County (NM),Yes,Yes,0,35,17,W,1,services,services
35019,35019,Guadalupe County (NM),Yes,Yes,0,35,19,W,0,services,services
35021,35021,Harding County (NM),Yes,Yes,0,35,21,W,0,agriculture,agriculture
35023,35023,Hidalgo County (NM),Yes,Yes,0,35,23,W,0,manufacturing,services
35025,35025,Lea County (NM),Yes,Yes,1,35,25,W,1,services,services
35027,35027,Lincoln County (NM),Yes,Yes,0,35,27,W,0,services,services
35028,35028,Los Alamos County (NM),Yes,Yes,0,35,28,W,1,services,services
35029,35029,Luna County (NM),Yes,Yes,0,35,29,W,1,services,services
35031,35031,McKinley County (NM),Yes,Yes,1,35,31,W,1,services,services
35033,35033,Mora County (NM),Yes,Yes,0,35,33,W,0,services,agriculture
35035,35035,Otero County (NM),Yes,Yes,1,35,35,W,1,services,services
35037,35037,Quay County (NM),Yes,Yes,0,35,37,W,0,services,services
35039,35039,Rio Arriba County (NM),Yes,Yes,0,35,39,W,1,services,government
35041,35041,Roosevelt County (NM),Yes,Yes,0,35,41,W,1,services,services
35043,35043,Sandoval County (NM),Yes,Yes,1,35,43,W,2,manufacturing,services
35045,35045,San Juan County (NM),Yes,Yes,1,35,45,W,2,services,services
35047,35047,San Miguel County (NM),Yes,Yes,0,35,47,W,1,services,services
35049,35049,Santa Fe County (NM),Yes,Yes,1,35,49,W,2,services,services
35051,35051,Sierra County (NM),Yes,Yes,0,35,51,W,0,services,services
35053,35053,Socorro County (NM),Yes,Yes,0,35,53,W,0,services,services
35055,35055,Taos County (NM),Yes,Yes,0,35,55,W,1,services,services
35057,35057,Torrance County (NM),Yes,Yes,0,35,57,W,2,services,services
35059,35059,Union County (NM),Yes,Yes,0,35,59,W,0,services,services
35061,35061,Valencia County (NM),Yes,Yes,1,35,61,W,2,services,services
36001,36001,Albany County (NY),Yes,No,1,36,1,NE,2,services,services
36003,36003,Allegany County (NY),Yes,No,0,36,3,NE,0,services,services
36005,36005,Bronx County (NY),No,No,2,36,5,NE,0,services,services
36007,36007,Broome County (NY),Yes,Yes,1,36,7,NE,2,services,services
36009,36009,Cattaraugus County (NY),Yes,Yes,1,36,9,NE,1,services,services
36011,36011,Cayuga County (NY),Yes,Yes,1,36,11,NE,1,services,services
36013,36013,Chautauqua County (NY),Yes,No,1,36,13,NE,1,services,services
36015,36015,Chemung County (NY),Yes,No,1,36,15,NE,2,services,services
36017,36017,Chenango County (NY),Yes,No,0,36,17,NE,0,services,services
36019,36019,Clinton County (NY),Yes,No,1,36,19,NE,1,services,services
36021,36021,Columbia County (NY),Yes,No,1,36,21,NE,1,services,services
36023,36023,Cortland County (NY),Yes,No,0,36,23,NE,1,services,services
36025,36025,Delaware County (NY),Yes,No,0,36,25,NE,0,services,services
36027,36027,Dutchess County (NY),Yes,Yes,1,36,27,NE,2,services,services
36029,36029,Erie County (NY),Yes,No,2,36,29,NE,2,services,services
36031,36031,Essex County (NY),Yes,Yes,0,36,31,NE,0,services,services
36033,36033,Franklin County (NY),Yes,No,1,36,33,NE,1,services,services
36035,36035,Fulton County (NY),Yes,No,1,36,35,NE,1,services,services
36037,36037,Genesee County (NY),Yes,Yes,1,36,37,NE,1,services,services
36039,36039,Greene County (NY),Yes,Yes,0,36,39,NE,0,services,services
36041,36041,Hamilton County (NY),Yes,Yes,0,36,41,NE,0,services,services
36043,36043,Herkimer County (NY),Yes,Yes,1,36,43,NE,2,services,services
36045,36045,Jefferson County (NY),Yes,No,1,36,45,NE,2,services,government
36047,36047,Kings County (NY),No,No,2,36,47,NE,2,services,government
36049,36049,Lewis County (NY),Yes,No,0,36,49,NE,0,services,government
36051,36051,Livingston County (NY),Yes,Yes,1,36,51,NE,2,services,services
36053,36053,Madison County (NY),Yes,Yes,1,36,53,NE,2,services,services
36055,36055,Monroe County (NY),Yes,Yes,2,36,55,NE,2,services,services
36057,36057,Montgomery County (NY),Yes,No,0,36,57,NE,1,services,services
36059,36059,Nassau County (NY),Yes,No,2,36,59,NE,2,services,services
36061,36061,New York County (NY),Yes,No,2,36,61,NE,2,services,services
36063,36063,Niagara County (NY),Yes,No,1,36,63,NE,2,services,services
36065,36065,Oneida County (NY),Yes,No,1,36,65,NE,2,services,services
36067,36067,Onondaga County (NY),Yes,No,1,36,67,NE,2,services,services
36069,36069,Ontario County (NY),Yes,No,1,36,69,NE,2,services,services
36071,36071,Orange County (NY),Yes,Yes,1,36,71,NE,2,services,services
36073,36073,Orleans County (NY),Yes,No,0,36,73,NE,2,services,services
36075,36075,Oswego County (NY),Yes,No,1,36,75,NE,2,services,services
36077,36077,Otsego County (NY),Yes,No,1,36,77,NE,1,services,services
36079,36079,Putnam County (NY),Yes,No,1,36,79,NE,2,services,services
36081,36081,Queens County (NY),No,No,2,36,81,NE,2,services,services
36083,36083,Rensselaer County (NY),Yes,Yes,1,36,83,NE,2,services,services
36085,36085,Richmond County (NY),No,No,1,36,85,NE,2,services,services
36087,36087,Rockland County (NY),Yes,Yes,1,36,87,NE,2,services,services
36089,36089,St. Lawrence County (NY),Yes,No,1,36,89,NE,1,services,services
36091,36091,Saratoga County (NY),Yes,Yes,1,36,91,NE,2,services,services
36093,36093,Schenectady County (NY),Yes,No,1,36,93,NE,2,services,services
36095,36095,Schoharie County (NY),Yes,No,0,36,95,NE,2,services,services
36097,36097,Schuyler County (NY),Yes,No,0,36,97,NE,0,services,services
36099,36099,Seneca County (NY),Yes,Yes,0,36,99,NE,1,services,services
36101,36101,Steuben County (NY),Yes,Yes,1,36,101,NE,1,services,services
36103,36103,Suffolk County (NY),Yes,Yes,2,36,103,NE,2,services,services
36105,36105,Sullivan County (NY),Yes,Yes,1,36,105,NE,0,services,services
36107,36107,Tioga County (NY),Yes,No,1,36,107,NE,2,services,services
36109,36109,Tompkins County (NY),Yes,No,1,36,109,NE,2,services,services
36111,36111,Ulster County (NY),Yes,No,1,36,111,NE,2,services,services
36113,36113,Warren County (NY),Yes,No,1,36,113,NE,2,services,services
36115,36115,Washington County (NY),Yes,Yes,1,36,115,NE,2,services,services
36117,36117,Wayne County (NY),Yes,No,1,36,117,NE,2,services,services
36119,36119,Westchester County (NY),Yes,Yes,2,36,119,NE,2,services,services
36121,36121,Wyoming County (NY),Yes,No,0,36,121,NE,0,services,services
36123,36123,Yates County (NY),Yes,No,0,36,123,NE,2,services,services
37001,37001,Alamance County (NC),Yes,Yes,1,37,1,S,2,services,services
37003,37003,Alexander County (NC),Yes,Yes,0,37,3,S,2,services,services
37005,37005,Alleghany County (NC),Yes,Yes,0,37,5,S,0,services,services
37007,37007,Anson County (NC),Yes,Yes,0,37,7,S,0,services,services
37009,37009,Ashe County (NC),Yes,Yes,0,37,9,S,0,services,services
37011,37011,Avery County (NC),Yes,Yes,0,37,11,S,0,services,services
37013,37013,Beaufort County (NC),Yes,Yes,0,37,13,S,1,services,services
37015,37015,Bertie County (NC),Yes,Yes,0,37,15,S,0,manufacturing,services
37017,37017,Bladen County (NC),Yes,Yes,0,37,17,S,0,manufacturing,manufacturing
37019,37019,Brunswick County (NC),Yes,Yes,1,37,19,S,2,services,services
37021,37021,Buncombe County (NC),Yes,Yes,1,37,21,S,2,services,services
37023,37023,Burke County (NC),Yes,Yes,1,37,23,S,2,manufacturing,services
37025,37025,Cabarrus County (NC),Yes,Yes,1,37,25,S,2,services,services
37027,37027,Caldwell County (NC),Yes,Yes,1,37,27,S,2,services,services
37029,37029,Camden County (NC),Yes,Yes,0,37,29,S,1,services,services
37031,37031,Carteret County (NC),Yes,Yes,1,37,31,S,1,services,services
37033,37033,Caswell County (NC),Yes,Yes,0,37,33,S,0,services,services
37035,37035,Catawba County (NC),Yes,Yes,1,37,35,S,2,services,services
37037,37037,Chatham County (NC),Yes,Yes,1,37,37,S,2,services,services
37039,37039,Cherokee County (NC),Yes,Yes,0,37,39,S,0,services,services
37041,37041,Chowan County (NC),Yes,Yes,0,37,41,S,0,services,services
37043,37043,Clay County (NC),Yes,Yes,0,37,43,S,0,services,services
37045,37045,Cleveland County (NC),Yes,Yes,1,37,45,S,1,services,services
37047,37047,Columbus County (NC),Yes,Yes,1,37,47,S,0,services,services
37049,37049,Craven County (NC),Yes,Yes,1,37,49,S,2,services,services
37051,37051,Cumberland County (NC),Yes,Yes,1,37,51,S,2,services,government
37053,37053,Currituck County (NC),Yes,Yes,0,37,53,S,2,services,services
37055,37055,Dare County (NC),Yes,Yes,0,37,55,S,1,services,services
37057,37057,Davidson County (NC),Yes,Yes,1,37,57,S,2,services,services
37059,37059,Davie County (NC),Yes,Yes,0,37,59,S,2,services,services
37061,37061,Duplin County (NC),Yes,Yes,1,37,61,S,0,manufacturing,services
37063,37063,Durham County (NC),Yes,Yes,1,37,63,S,2,services,services
37065,37065,Edgecombe County (NC),Yes,Yes,1,37,65,S,2,services,services
37067,37067,Forsyth County (NC),Yes,Yes,1,37,67,S,2,services,services
37069,37069,Franklin County (NC),Yes,Yes,1,37,69,S,2,services,services
37071,37071,Gaston County (NC),Yes,Yes,1,37,71,S,2,services,services
37073,37073,Gates County (NC),Yes,Yes,0,37,73,S,2,services,services
37075,37075,Graham County (NC),Yes,Yes,0,37,75,S,0,services,services
37077,37077,Granville County (NC),Yes,Yes,1,37,77,S,1,manufacturing,government
37079,37079,Greene County (NC),Yes,Yes,0,37,79,S,0,services,government
37081,37081,Guilford County (NC),Yes,Yes,2,37,81,S,2,services,services
37083,37083,Halifax County (NC),Yes,Yes,1,37,83,S,1,services,services
37085,37085,Harnett County (NC),Yes,Yes,1,37,85,S,1,services,services
37087,37087,Haywood County (NC),Yes,Yes,1,37,87,S,2,services,services
37089,37089,Henderson County (NC),Yes,No,1,37,89,S,2,services,services
37091,37091,Hertford County (NC),Yes,Yes,0,37,91,S,0,services,services
37093,37093,Hoke County (NC),Yes,Yes,1,37,93,S,2,manufacturing,services
37095,37095,Hyde County (NC),Yes,Yes,0,37,95,S,0,services,services
37097,37097,Iredell County (NC),Yes,Yes,1,37,97,S,2,services,services
37099,37099,Jackson County (NC),Yes,Yes,0,37,99,S,1,services,services
37101,37101,Johnston County (NC),Yes,Yes,1,37,101,S,2,manufacturing,services
37103,37103,Jones County (NC),Yes,Yes,0,37,103,S,2,services,services
37105,37105,Lee County (NC),Yes,Yes,1,37,105,S,1,manufacturing,services
37107,37107,Lenoir County (NC),Yes,Yes,1,37,107,S,1,services,services
37109,37109,Lincoln County (NC),Yes,Yes,1,37,109,S,2,services,services
37111,37111,McDowell County (NC),Yes,Yes,0,37,111,S,1,services,services
37113,37113,Macon County (NC),Yes,Yes,0,37,113,S,0,services,services
37115,37115,Madison County (NC),Yes,Yes,0,37,115,S,2,services,services
37117,37117,Martin County (NC),Yes,Yes,0,37,117,S,0,services,services
37119,37119,Mecklenburg County (NC),Yes,Yes,2,37,119,S,2,services,services
37121,37121,Mitchell County (NC),Yes,Yes,0,37,121,S,0,services,services
37123,37123,Montgomery County (NC),Yes,Yes,0,37,123,S,0,services,services
37125,37125,Moore County (NC),Yes,No,1,37,125,S,1,services,services
37127,37127,Nash County (NC),Yes,Yes,1,37,127,S,2,services,services
37129,37129,New Hanover County (NC),Yes,Yes,1,37,129,S,2,services,services
37131,37131,Northampton County (NC),Yes,Yes,0,37,131,S,1,services,services
37133,37133,Onslow County (NC),Yes,Yes,1,37,133,S,2,government,government
37135,37135,Orange County (NC),Yes,Yes,1,37,135,S,2,services,government
37137,37137,Pamlico County (NC),Yes,Yes,0,37,137,S,2,services,services
37139,37139,Pasquotank County (NC),Yes,Yes,0,37,139,S,1,services,services
37141,37141,Pender County (NC),Yes,Yes,1,37,141,S,2,services,services
37143,37143,Perquimans County (NC),Yes,Yes,0,37,143,S,1,services,services
37145,37145,Person County (NC),Yes,Yes,0,37,145,S,2,services,services
37147,37147,Pitt County (NC),Yes,Yes,1,37,147,S,2,services,services
37149,37149,Polk County (NC),Yes,Yes,0,37,149,S,0,services,services
37151,37151,Randolph County (NC),Yes,Yes,1,37,151,S,2,services,services
37153,37153,Richmond County (NC),Yes,Yes,0,37,153,S,1,services,services
37155,37155,Robeson County (NC),Yes,Yes,1,37,155,S,1,services,services
37157,37157,Rockingham County (NC),Yes,Yes,1,37,157,S,2,services,services
37159,37159,Rowan County (NC),Yes,Yes,1,37,159,S,2,services,services
37161,37161,Rutherford County (NC),Yes,Yes,1,37,161,S,1,services,services
37163,37163,Sampson County (NC),Yes,Yes,1,37,163,S,0,services,services
37165,37165,Scotland County (NC),Yes,Yes,0,37,165,S,1,services,services
37167,37167,Stanly County (NC),Yes,Yes,1,37,167,S,1,services,services
37169,37169,Stokes County (NC),Yes,Yes,0,37,169,S,2,services,services
37171,37171,Surry County (NC),Yes,Yes,1,37,171,S,1,services,services
37173,37173,Swain County (NC),Yes,Yes,0,37,173,S,0,government,government
37175,37175,Transylvania County (NC),Yes,Yes,0,37,175,S,1,services,services
37177,37177,Tyrrell County (NC),Yes,Yes,0,37,177,S,1,services,services
37179,37179,Union County (NC),Yes,Yes,1,37,179,S,2,services,services
37181,37181,Vance County (NC),Yes,Yes,0,37,181,S,1,services,services
37183,37183,Wake County (NC),Yes,Yes,2,37,183,S,2,services,services
37185,37185,Warren County (NC),Yes,Yes,0,37,185,S,0,services,services
37187,37187,Washington County (NC),Yes,Yes,0,37,187,S,0,services,services
37189,37189,Watauga County (NC),Yes,Yes,1,37,189,S,1,services,services
37191,37191,Wayne County (NC),Yes,Yes,1,37,191,S,2,services,services
37193,37193,Wilkes County (NC),Yes,Yes,1,37,193,S,1,services,services
37195,37195,Wilson County (NC),Yes,Yes,1,37,195,S,1,manufacturing,services
