FIP,Geography,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,
8113,San Miguel County (CO),270.3571777,291.0563049,325.5598755,383.2511292,439.8733826,459.3381348,485.3678894,469.6666565,508.0113525,543.2391357,569.6674805,590.322876,537.8720703,493.7903748,514.0661621,564.190918,561.6189575,596.0385742,557.1444702,504.0753174,504.2956543,474.2315674,484.9467773,519.1183472,
8115,Sedgwick County (CO),66.15345764,64.80149841,67.51864624,72.75331879,79.54496002,83.12188721,82.38201904,92.23139954,93.61959839,93.62507629,94.82209015,98.52786255,106.3289185,106.0310898,116.8863297,125.1309509,120.7616501,132.7163391,121.7167587,134.6173553,122.6526031,119.2806396,119.2841034,124.9600677,
8117,Summit County (CO),1027.769897,1110.642578,1154.042358,1319.56311,1508.405762,1489.671997,1585.110352,1696.199707,1725.632446,1855.365479,1983.678955,2039.000244,2115.357178,1964.932251,1903.443359,1899.215088,1976.027832,1934.313965,1970.946045,1828.293579,1885.667725,1937.805664,1975.847412,1953.302612,
8119,Teller County (CO),135.2855072,160.8404846,262.7409363,314.2479858,372.1140137,432.4379272,446.5692139,487.5697327,503.6695862,560.4683228,611.958252,596.4970093,543.1641235,533.4960327,535.7157593,569.4170532,556.1918945,564.7492065,563.217041,559.6896362,582.2077026,591.0128174,591.8500977,587.3932495,
8121,Washington County (CO),99.40377045,101.0014877,110.4850006,116.6369781,124.1325684,131.1165314,122.4173737,130.737854,136.4822235,140.7317505,142.6629944,155.6131744,156.5728149,152.1861572,154.5314941,169.127243,172.8513947,178.1213837,176.8904572,172.5542145,178.3316345,172.6933136,168.7295074,182.5289917,
8123,Weld County (CO),3021.672363,3121.375488,3392.679688,3727.655029,3934.635498,4158.459961,4291.831055,4721.305664,5070.816895,5396.317383,5847.856445,6212.008301,6308.298828,6542.883301,6849.600586,7137.295898,7324.830566,7572.896484,7599.503418,7660.693848,7772.050293,7949.806152,8137.00293,8244.901367,
8125,Yuma County (CO),254.0514069,262.6686401,272.2541809,300.5421448,346.3587341,404.9280396,420.4265442,484.7260132,545.6381226,539.7044678,517.6116943,615.8907471,656.0702515,719.2733765,782.1403809,785.7359009,764.5518188,697.5841064,706.1104126,772.62854,710.1777344,665.6553345,654.8671875,669.7336426,
9001,Fairfield County (CT),36479.08984,35715.75391,36481.00391,36357.81641,37468.17578,40640.71484,42456.10156,46041.0625,47219.00391,48574.80078,52012.58984,53717.25781,52910.54688,53491.12109,54872.14453,56338.32813,58621.91797,58784.75781,55853.25781,54131.46484,55452.17188,55030.24219,55112.35547,55404.41406,
9003,Hartford County (CT),50539.07813,48896.23047,49293.85938,48387.03125,48390.32813,50260.17578,50979.58203,53798.58203,56173.64453,56258.76172,62105.16406,60670.53906,57370.39844,57930.85938,61830.54297,62685.88672,65090.51172,68581.46094,67669.00781,66832.67969,67649.96875,67894.15625,67781.75781,68148.5,
9005,Litchfield County (CT),4688.875,4667.380371,4699.332031,4659.15918,4859.384766,5201.597656,5351.174316,5647.794922,5780.061035,6009.429199,6120.521484,6080.036621,6046.507813,6093.262207,6168.111328,6190.305664,6294.859375,6409.908691,6277.133301,5876.927246,5975.208984,6018.916992,5960.902832,5973.009766,
9007,Middlesex County (CT),5387.639648,5484.9375,5295.95166,5222.238281,5436.555664,5791.443848,5994.736328,6458.242676,6410.348145,6600.441406,7311.246094,7136.216309,6931.761719,7175.356934,7866.04248,7925.912109,8315.869141,8656.444336,8149.710938,7599.009766,6895.365723,6784.816406,6762.310547,6845.075684,
9009,New Haven County (CT),31019.8418,30059.8125,30474.06836,30051.01172,30743.1875,32531.10938,33107.17969,34846.99219,35812.33203,36871.02734,38714.53906,39742.05469,40256.25781,39762.02734,41852.80469,41692.78125,42694.03125,43444.08984,42232.93359,40079.62891,40586.55078,40595.02734,40744.82422,41049.25391,
9011,New London County (CT),8441.564453,8369.585938,8762.824219,8630.484375,9194.360352,10025.51855,10325.7168,10923.34863,10993.4082,11353.81934,11581.40723,12042.54883,12582.28223,12855.28613,13639.58301,13963.87988,14612.1748,14931.17969,14442.24609,13261.92188,13562.52344,13482.60645,13273.61914,13316.60449,
9013,Tolland County (CT),2676.258545,2597.504883,2648.679443,2580.221191,2736.407959,2919.338379,2961.854248,3105.9104,3144.258301,3228.182129,3369.143555,3422.334717,3566.621094,3581.090088,3708.229492,3812.913818,3909.041504,4113.04541,4048.722412,3918.724121,3963.129883,4032.402588,3997.206543,3888.154541,
9015,Windham County (CT),2457.462402,2437.630127,2462.712891,2455.69458,2656.374268,2928.034668,3068.088867,3205.068848,3219.942627,3363.538086,3561.388672,3583.013184,3645.625,3579.993896,3610.540283,3696.994385,3892.597412,3933.115967,3799.986084,3536.647217,3528.083008,3613.834961,3569.0271,3615.837646,
10001,Kent County (DE),3593.191895,3898.897705,4011.783203,4140.375,4509.790039,4989.289063,5019.314453,4803.923828,4830.986328,4939.452148,5140.705566,5088.949707,5182.494629,5369.53418,5912.57959,6148.817871,6176.580078,6153.317871,5751.822754,5696.779785,5617.852539,5487.525391,5489.910156,5532.411133,
10003,New Castle County (DE),25773.01563,26834.35742,27038.71484,26689.01367,28440.35352,29514.08984,30218.32813,31275.58398,32751.59375,33719.39844,35173.77734,36812.02734,35908.58203,37835.58203,38768.17578,40149.1875,40599.25391,42121.26172,39651.34766,41316.76953,41672.46875,42481.30078,42650.25391,42875.84766,
10005,Sussex County (DE),5150.505859,5173.151855,5186.769531,5098.82373,5383.402832,5418.629883,5433.304199,5854.491699,5428.42041,5829.147461,6138.516113,6823.023926,6408.921875,6878.882813,7388.245605,8123.995117,8112.165527,8302.422852,8288.829102,8338.451172,8205.680664,8035.173828,7969.835938,8559.477539,
11001,District of Columbia (DC),68265.5,67019.70313,67495.74219,68446.5,68419.32031,66550.28906,65674.45313,66301,66355,69647,69866,73786,75948,77609,80536,82488,83594,85280,87765,87172,89968,91442,92106,92145.21875,
12001,Alachua County (FL),6747.461914,6849.594727,7051.52002,7316.339844,7539.797852,7694.009766,7925.895996,8107.650879,8366.9375,8625.401367,8985.723633,9153.138672,9266.140625,9485.947266,9819.740234,9913.263672,10249.84863,10531.34668,10287.38184,10042.78906,10201.39551,10223.02637,10341.59473,10619.74609,
12003,Baker County (FL),306.0733948,304.5848083,300.688385,301.6626892,325.4511414,333.8544312,331.8178101,343.7176514,371.9295959,392.5836792,405.1531677,384.0526733,430.0016785,431.4677734,469.2406311,508.5386963,525.8374023,561.0058594,530.3965454,489.4346924,475.1917725,467.6064453,465.9203491,472.9934998,
12005,Bay County (FL),3760.91333,3885.251465,4128.328613,4363.363281,4532.335449,4522.68457,4794.609375,4829.231445,4984.693848,5103.685547,5002.537109,5162.997559,5328.007813,5828.616211,6277.996582,6678.953613,6877.911621,7027.447266,7021.84375,6619.119629,6719.178711,6657.897461,6716.518555,6789.989746,
12007,Bradford County (FL),313.2717285,322.6021423,325.4231567,329.1830139,342.645874,373.5353699,387.0779724,405.7929382,414.8217468,433.3768005,447.9722595,429.4617615,428.2764587,466.2700195,501.6954651,506.9433594,536.8356934,541.4234009,502.3535461,504.1905212,487.8041992,506.2549438,477.8020325,509.712738,
12009,Brevard County (FL),10480.4834,10692.6748,10662.62988,10678.58984,10838.8291,10899.47656,11203.0957,11675.18555,12176.48047,12799.7998,13526.19922,13849.87305,14334.2832,15087.63965,16165.65625,17176.8418,17830.8418,18480.51172,18434.11719,17503.91406,17803.77148,17169.38086,17383.33984,17944.13477,
12011,Broward County (FL),33559.51563,33389.89453,35101.91797,37179.26953,39332.35938,41198.11328,43919.44531,46138.25,48540.54297,50992.07031,53783.98047,56711.08984,59999.92969,62798.01953,66634.09375,71157.32031,73572.40625,74629.27344,71118.39063,65866.44531,66252.00781,66747.5,68857.3125,70006.64844,
12013,Calhoun County (FL),172.9472351,176.9086151,173.2913361,173.2521667,183.8907013,191.1762543,210.0275269,227.1488647,246.4199829,241.0179138,242.4304047,236.6248016,228.3964844,237.9833527,230.6680145,220.728775,228.5492096,232.2259216,232.9968567,232.5545654,237.404007,226.4095306,224.8259125,233.7536469,
12015,Charlotte County (FL),2041.526978,2026.567749,2116.56958,2101.992676,2251.194824,2248.632568,2335.217285,2352.653564,2464.452881,2641.396973,2734.678711,2747.152832,2902.810547,3069.036377,3252.274902,3586.244141,3728.366455,3591.193604,3434.681396,3145.672119,3215.860352,3105.286865,3204.895508,3325.678955,
12017,Citrus County (FL),1718.950562,1778.087524,1845.989136,1889.359375,1923.302368,1925.284668,2073.115723,2075.884033,2202.003906,2405.885742,2563.139648,2603.602539,2686.668945,2704.33667,2910.028076,3027.041992,3193.777588,3163.74707,3039.416504,2932.480957,3003.636475,2942.489746,2970.919189,2981.986816,
12019,Clay County (FL),1702.485962,1814.517578,1953.294189,1840.302856,1940.76709,2057.830811,2209.699219,2233.191895,2538.351563,2814.345215,2958.761963,2918.28418,3114.793945,3079.446045,3217.500488,3561.531982,3826.095215,3983.308105,3991.174072,3598.209229,3614.602051,3535.24292,3595.057129,3712.307373,
12021,Collier County (FL),4510.416504,4534.085938,4537.539063,4836.325684,5131.721191,5304.486816,5785.911621,6393.707031,6936.623535,7355.145508,7962.186523,8581.644531,9094.734375,9574.424805,10225.22949,11212.69824,11820.63184,11352.58008,10347.50781,9508.62793,9607.686523,9721.464844,10218.5957,10671.22266,
12023,Columbia County (FL),874.3908691,906.8488159,951.3908691,1005.868591,1071.164917,1151.718872,1280.90564,1456.166016,1422.957153,1494.92334,1510.05481,1406.393311,1464.129028,1526.644165,1602.148804,1749.236206,1788.483765,1974.417236,1897.578857,1811.542114,1824.466675,1782.821167,1799.987061,1815.172485,
12027,DeSoto County (FL),504.2947693,549.2149048,534.505127,545.5762939,579.6918945,631.8735962,641.8937988,705.3086548,752.100769,778.6204224,793.6359253,782.2434082,761.7242432,761.2053833,751.8380737,837.3409424,891.4170532,845.0390015,784.6230469,786.7877808,763.5609741,763.8841553,767.0282593,698.0979004,
12029,Dixie County (FL),129.2568054,127.8142471,130.066925,139.3477783,149.7395172,165.5214539,167.2843018,170.5229797,176.3604889,180.9114838,177.2097473,184.3776245,241.6903992,181.0260315,177.9689636,199.7029266,209.8951569,206.0715637,184.9301147,196.0858459,205.5762024,206.7981262,204.398468,212.3123474,
12031,Duval County (FL),25621.26563,25669.7168,26615.85156,27701.33984,29083.25781,30636.29883,31875.72461,32648.0332,33792.15625,35266.20703,36989.37109,38050.41406,38610.72266,40329.91016,41383.6875,43230.38281,45004.54688,45031.58984,43340.64453,41127.18359,41449.89063,41822.57422,42618.99219,43136.34766,
12033,Escambia County (FL),8419.044922,8588.849609,8856.969727,8957.022461,9120.032227,9322.00293,9660.114258,9693.290039,9868.884766,10000.22559,10066.4082,10126.15918,10149.17285,10634.72461,11152.10938,11452.60645,11705.39648,11836.62793,11145.14258,10508.70605,10909.14648,10840.11719,10843.8252,11071.60547,
12035,Flagler County (FL),926.2940063,841.7478638,847.8262939,951.3301392,932.2489624,983.3193359,1011.121521,974.767395,1013.356079,1009.236755,1056.447021,1166.693848,1383.25415,1561.765381,1897.784424,2117.275146,1862.972534,1796.341064,1740.644775,1633.161621,1640.797485,1636.480469,1642.129517,1709.476318,
12037,Franklin County (FL),131.0937347,146.7082672,157.1905212,161.101944,178.476944,201.3017426,192.0654297,206.463913,217.8226776,233.9279785,264.4771729,290.1976624,304.3068542,378.5080872,416.4306641,430.5316467,414.4446411,413.5774231,380.0938721,370.0401611,363.8204041,341.3066406,349.4546204,339.5508728,
12039,Gadsden County (FL),829.9344482,832.5484619,826.0631714,836.9786377,865.8168945,892.9058838,908.5773315,867.8811646,945.394104,1005.343079,1040.838867,1030.554077,1017.860474,1109.773315,1129.866577,1201.920776,1226.644165,1248.68811,1197.571655,1121.552612,1107.35022,1081.478027,1027.483154,1069.272827,
12041,Gilchrist County (FL),130.4894867,137.7869263,142.1177521,145.6025848,150.7694244,162.5569611,171.0977325,183.2331238,183.4344635,184.7887268,197.9120026,201.989975,205.1244202,223.4282837,242.7361908,279.1370239,294.7407837,281.621582,265.1133423,255.9620514,260.6550293,254.718811,256.6857605,283.0518494,
12043,Glades County (FL),79.72541046,84.86547089,85.66348267,87.23098755,89.24867249,89.18094635,91.71640015,100.9107208,104.7573929,111.2344589,114.3981171,113.1855927,121.0822525,134.0371094,148.1985626,154.9074554,155.2866211,152.0751038,148.9992676,172.9299774,188.582901,207.3810272,210.0855865,234.2250061,
12045,Gulf County (FL),274.7659607,272.0756226,281.1335449,294.3676453,300.4121094,312.4822083,318.8619995,294.0184937,275.2498779,266.9888916,272.6932678,283.2570801,306.3575745,378.9479065,416.0398254,444.2786255,482.793335,449.9828796,416.4734497,379.9347534,361.7720032,369.1946716,376.1768494,370.8304749,
12047,Hamilton County (FL),275.0628967,272.8859558,270.5678406,239.081543,254.2534943,278.8818359,289.5164795,267.2370911,269.4014282,279.5310974,272.5537415,232.9634247,229.812851,263.995575,285.6153259,281.2153015,283.4790649,295.6791382,285.599762,324.2344055,303.3045959,304.0650635,308.3946533,373.9187927,
12049,Hardee County (FL),571.7824097,590.9404907,576.6902466,624.9735107,667.2576904,674.328125,660.7044678,702.6503906,711.3933105,743.710022,764.5744019,725.664917,707.1815796,711.156311,727.0460205,817.8021851,871.0169067,849.3781128,850.0554199,878.5414429,913.9243164,1008.477417,1056.672485,1387.12085,
12051,Hendry County (FL),812.9954224,913.6651001,1010.312439,1125.930786,1177.157715,1282.820313,1228.363403,1342.404663,1248.699829,1247.129028,1338.957275,1312.087524,1321.961426,1169.554077,1157.212158,1270.435547,1257.585327,1200.267334,1148.891357,1128.52478,1124.807495,1136.266235,1099.169678,1226.616211,
12053,Hernando County (FL),1231.10144,1263.260864,1344.494263,1389.568115,1494.341309,1536.781982,1672.007935,1726.230957,1834.240845,1934.165894,2076.276855,2085.374756,2229.255127,2402.730957,2591.780273,2906.093994,2987.860107,2929.372559,2807.424805,2689.009521,2751.982666,2775.460449,2832.488281,2871.022461,
12055,Highlands County (FL),1360.832397,1424.734131,1448.781006,1476.431641,1598.909546,1589.225464,1623.493286,1741.651123,1961.659424,2136.453369,1875.03894,1883.927368,2018.470215,2248.596191,2429.76123,2542.455566,2586.25,2495.733887,2496.505859,2425.440674,2286.351563,2361.124756,2364.155518,2477.563232,
12057,Hillsborough County (FL),31308.53516,31273.04297,32172.34375,33497.07031,36822.17969,38456.47656,40266.92188,42213.65234,44618.76172,46607.13672,48660.62891,49225.03906,51750.72656,53111.8125,55503.38281,58617.16016,60354.59766,61073.06641,58770.86328,55956.92578,55718.01953,56592.30859,58404.375,60753.52344,
12059,Holmes County (FL),186.2935333,185.1095276,183.7705231,195.8356628,208.3527832,215.5659332,225.3510742,231.7989502,245.0581207,251.0105438,263.95401,255.4103851,250.0442505,258.9309692,281.1998901,300.3339233,309.5300903,319.9549561,309.5817261,296.0461731,295.014801,288.9692993,285.6278381,272.8775635,
12061,Indian River County (FL),2525.037354,2466.946777,2369.263672,2384.287598,2499.760742,2544.991211,2648.865479,2855.354492,3030.634033,3109.033203,3223.547607,3267.270508,3406.365723,3790.610352,3883.206787,4145.618652,4305.970703,4338.42627,4168.546387,3881.142334,3815.966797,3878.563232,3851.878174,3853.688721,
12063,Jackson County (FL),826.4498901,866.0786743,906.3057251,913.6617432,932.3444214,955.6275024,993.4833984,969.2359009,1012.402222,1022.328674,1041.230957,1008.439331,1072.456909,1109.615967,1177.432251,1171.960938,1244.86731,1293.212646,1251.613647,1230.134521,1270.292603,1258.494507,1254.728516,1240.229614,
12065,Jefferson County (FL),204.9105377,207.697937,217.8384247,218.1213074,208.3490753,212.0082703,220.5894623,201.9595337,211.4319916,219.919754,236.5509186,237.8072052,238.1336975,254.9828339,270.5906677,276.5725708,287.4637451,272.7077637,260.7331848,246.0690002,231.4321747,223.4629669,209.801712,232.7868805,
12067,Lafayette County (FL),75.70097351,74.29709625,78.02522278,81.49925232,87.61486816,99.32465363,99.72348022,116.4123764,128.1773376,141.2494812,143.1855316,124.1571808,119.9810104,122.0377808,133.919693,142.9670258,142.1721039,147.2327576,146.7171631,151.8996887,146.7750549,147.5612946,146.4142303,151.199173,
12069,Lake County (FL),2888.752686,2988.120361,3167.206299,3351.646729,3529.531738,3720.344971,4035.406006,4195.333008,4636.187988,4836.03125,4940.72168,5194.173828,5503.682617,6058.151855,6547.483887,6971.315918,7443.283203,7380.223145,7265.394043,6785.945801,6648.472656,6748.050781,6834.047852,7109.624023,
12071,Lee County (FL),9596.237305,9568.658203,9721.083008,10232.19141,10714.32031,11032.01465,11310.16309,11638.8916,12412.12891,12958.31934,13585.95898,14689.40527,15456.95508,16568.56055,18080.6543,19985.01758,20858.38867,20393.58398,18933.65039,17547.87695,17498.23828,17562.48828,18128.50977,18728.12891,
12073,Leon County (FL),7167.086914,7354.134766,7805.81543,8061.125977,8353.242188,8697.932617,8929.850586,9161.887695,9633.320313,10003.57422,10351.60156,10205.43359,10421.06641,10694.14453,11018.75879,11155.08105,11499.04883,11753.31836,11394.58398,11023.99805,11015.11328,11027.07324,10879.80371,10999.19531,
12075,Levy County (FL),350.8116455,363.8416443,377.3834839,397.8287354,442.4763794,469.9269409,502.0445251,534.2594604,548.5795898,586.9767456,620.2962036,642.9002686,644.1265259,706.4475098,792.7121582,869.4658813,858.5931396,845.3392944,775.267395,794.8839722,862.149353,835.4031982,836.871521,832.3956299,
12077,Liberty County (FL),97.75714874,101.5755768,108.2164078,110.1006165,113.1471634,120.38591,126.5435791,126.38694,126.6142807,131.9297638,135.440033,139.7274933,149.7871399,155.8456421,169.5292969,170.9160767,182.5383453,204.4814301,210.7061157,220.0988617,220.7887115,154.0625153,154.4402466,143.6317749,
12079,Madison County (FL),283.1985474,292.3735962,296.8215027,301.6628723,319.0078125,345.4767456,357.7604065,373.9555054,384.2222595,420.7324524,432.081665,409.8287964,393.0619812,399.3041687,396.2937622,408.7753601,400.1827393,372.7444153,361.0963135,363.2543335,363.3417969,346.9215698,343.2762756,358.9105835,
12081,Manatee County (FL),4777.740234,5371.331055,6526.936523,4602.461426,5049.88623,5472.972656,6425.762207,7096.13916,7075.589355,7012.809082,7806.360352,7547.027344,7490.653809,8566.43457,9062.15918,9728.461914,10226.19336,10064.98242,9443.300781,9234.702148,8946.511719,8906.373047,9107.881836,9375.634766,
12083,Marion County (FL),4217.932129,4418.136719,4553.480469,4657.884766,4879.617188,5030.675781,5372.53125,5629.087402,5897.638672,6228.43457,6462.237793,6493.737793,6695.128418,7218.003906,7727.545898,8612.661133,9034.734375,9128.960938,8769.711914,7898.665039,7723.508301,7609.044434,7702.067871,7917.355957,
12085,Martin County (FL),2743.244141,2663.410889,2749.064941,2800.566406,2839.955566,2959.022461,3178.723877,3339.453125,3494.196777,3695.979004,3877.833252,3995.30249,4073.610352,4269.5,4540.277832,5099.830078,5306.34668,5201.145508,4783.799316,4569.20459,4735.029297,4685.206543,4786.773438,4828.495117,
12086,Miami-Dade County (FL),63616.92188,62729.55078,64338.71094,67103.25781,68911.92188,70544.33594,72955.61719,74748.44531,76823.20313,79547.20313,82878.97656,84846.67969,86418.22656,89467.25,92566.5,96791.67188,100423.6641,102219.8203,99640.85938,93788.20313,93773.33594,96010.07031,99117.29688,100662.0938,
12087,Monroe County (FL),1938.584961,1920.21582,1980.05896,2167.140137,2247.036621,2380.414795,2491.962158,2566.61084,2663.944336,2795.325928,2868.191406,2911.205322,2986.896973,3141.634766,3145.550049,3210.577637,3212.351563,3213.628662,3284.559814,3014.958496,3131.72998,3225.322266,3273.756104,3328.732178,
12089,Nassau County (FL),805.4512329,877.2651367,904.2560425,924.8869629,971.2790527,1030.482544,1090.044678,1102.038452,1160.204712,1244.980713,1322.461914,1277.920288,1319.248413,1386.109009,1455.886353,1479.215576,1576.407227,1668.104004,1642.602905,1518.946045,1557.35022,1557.555664,1581.854858,1644.595093,
12091,Okaloosa County (FL),4301.19043,4426.799805,4589.365234,4851.112305,5139.029297,5174.583984,5275.109375,5463.36084,5559.523438,5654.927246,5894.921387,6122.523926,6784.924805,7215.308105,7948.895508,8475.05957,8541.348633,8071.856934,7779.300781,7482.033691,7360.318359,7494.529297,7489.024902,7613.021484,
12093,Okeechobee County (FL),523.7823486,516.1398926,508.7676697,548.977417,553.1028442,554.0328369,618.1835938,674.9933472,723.7233276,741.2567749,770.355896,710.8054199,757.0388184,812.3243408,854.286438,927.4465942,935.1176147,934.8879395,869.3143311,864.034668,873.2193604,857.034668,853.1146851,873.7511597,
12095,Orange County (FL),29256.65039,30050.42188,32183.64258,33949.66016,35839.49219,37663.50391,40274.98438,42931.71484,45371.28516,48884.24219,50360.69531,49565.36328,50546.53906,53871.11328,56559.90234,60503.10156,63570.35547,66423.22656,65502.23828,61865.21484,62207.73438,63833.65234,65543.24219,66382.00781,
12097,Osceola County (FL),2306.841553,2423.635742,2785.204102,3219.341797,3443.602539,3618.612305,3592.105225,3731.992432,3970.052734,4106.073242,4662.114258,4676.562988,5128.620605,5233.858887,5728.115723,6330.273926,6516.092285,6921.572266,6847.290039,6408.402344,6806.577148,6771.952637,7016.006836,7299.160645,
12099,Palm Beach County (FL),25637.08203,25545.96289,26435.94531,27291.34766,28569.30664,29835.12891,32052.23242,33925.77734,36225.86719,38268.96094,40595.62891,43332.50391,44895.32813,46458.52344,47996.14453,50794.82031,52434.36719,52255.78906,50212.25391,46652.30469,46411.74609,47083.02734,48587.36328,49731.86328,
12101,Pasco County (FL),3907.906982,3839.796387,3883.272217,4018.927002,4311.707031,4431.068848,4683.458496,4959.908203,5058.936523,5257.604004,5527.23584,5593.842285,5923.466797,6324.286133,6777.179199,7506.144531,8157.368164,8219.00293,8085.095215,7689.754395,7700.719238,7930.486328,8165.159668,8262.685547,
12103,Pinellas County (FL),22404.82227,22261.14648,22855.80859,23975.97266,25058.06055,25891.43359,27375.81445,29195.06641,30667.32031,32547.38867,34379.40234,35637.0625,35388.41406,36714.19141,38120.82031,39328.32031,40653.21484,40235.41797,38382.48438,36240.53516,35893.89453,35986.91406,37164.19922,37253.41797,
12105,Polk County (FL),9986.705078,9909.773438,10101.36816,10352.88281,11008.4043,11299.37891,11883.19141,12328.50684,13047.10156,13497.10352,14101.73145,14413.70117,14885.40039,15473.19336,16096.96973,17230.76367,17708.47461,17871.30273,17667.51563,16868.16602,16707.45703,16406.89453,16510.32227,16815.19531,
12107,Putnam County (FL),994.5662842,1074.297607,1168.863037,1238.143311,1229.870972,1336.363159,1277.437378,1301.640381,1343.50647,1388.163086,1418.262939,1383.726074,1382.300049,1628.812256,1621.665649,1642.658813,1689.227417,1739.99707,1621.706787,1562.610474,1635.783936,1606.739502,1612.584839,1544.484741,
12109,St. Johns County (FL),1620.40979,1705.85791,1859.890991,1934.903564,2066.489502,2199.972168,2351.470703,2531.669434,2752.109131,2929.88208,3148.016846,3096.244629,3278.205811,3497.2229,3900.474609,4314.251953,4697.605469,4693.102539,4562.760742,4281.290527,4352.371094,4434.402344,4608.282715,4879.225586,
12111,St. Lucie County (FL),3332.219727,3289.159912,3321.707275,3452.046143,3524.610107,3529.405762,3695.304443,3807.926025,3887.202148,4049.093506,4253.554688,4316.256836,4690.963867,5166.580566,5631.991699,6089.429688,6502.076172,6595.82959,6244.040039,5534.089355,5385.263184,5299.571289,5380.818359,5690.724609,
12113,Santa Rosa County (FL),1367.18811,1511.819214,1594.369263,1614.792847,1713.663086,1867.983887,1957.30249,1969.178955,2082.220459,1995.728394,2026.812988,2124.015381,2228.022949,2359.879395,2525.780518,2902.956055,2929.087402,2861.822266,2701.224365,2647.153076,2846.914063,2942.690918,2940.151855,3032.684326,
12115,Sarasota County (FL),7557.702148,7396.621094,7120.555176,7701.140625,7840.893555,7836.688477,8201.512695,8084.949219,8444.682617,9681.319336,9565.908203,9997.695313,11379.42383,11459.12988,12373.66895,13370.30664,13671.43652,13485.24805,13046.13184,11651.27051,11887.47754,12143.05664,12361.46875,12603.19141,
12117,Seminole County (FL),5565.187012,5653.022949,6044.935547,6388.689941,6930.722656,7327.12793,8001.030762,8945.856445,9522.723633,10471.65625,11291.33594,11995.58203,12530.82813,13303.39258,14195.45898,15719.69531,16888.91602,17019.66992,16448.7832,15195.18164,15059.59668,14812.59863,15045.88965,15852.3291,
12119,Sumter County (FL),464.3764648,447.200592,478.5626526,479.181488,500.7662354,552.8954468,636.1864624,668.6316528,691.5249023,742.8218994,778.3275757,810.4091187,926.663269,983.1834717,1055.069946,1435.419556,1680.077637,1919.062866,1689.564941,1668.302246,1860.024902,2098.200928,2180.894775,2241.886475,
12121,Suwannee County (FL),464.3579712,481.5900574,534.7177734,575.1160278,611.4560547,650.1541138,681.5032959,681.3621216,740.8070679,756.1101685,778.5714722,782.4556274,815.954834,829.0041504,848.3834229,863.3773804,933.7688599,995.8623657,845.7445068,882.9684448,966.6557007,987.4173584,1000.369934,1008.084351,
12123,Taylor County (FL),393.6205139,367.7689819,389.0615845,355.0429993,392.4601135,421.307251,446.3717041,460.1091003,458.124939,490.8907776,493.6384277,483.0056763,501.9836731,484.6107178,520.5241089,580.300293,593.8469238,581.8912964,557.5261841,526.9285278,536.4389648,538.8042603,546.2587891,571.7655029,
12125,Union County (FL),207.1829376,214.574173,218.6173553,235.0981598,247.2371521,256.4279785,264.9092712,354.4044495,257.2715149,257.4277954,250.384903,263.9975281,269.84021,276.5831909,279.6439514,282.242981,285.585907,297.5496521,290.2236938,299.8418274,301.9983215,316.2915039,310.1318054,345.7898254,
12127,Volusia County (FL),7780.749023,7917.415527,8204.762695,8647.445313,8896.850586,9260.116211,9540.422852,9700.489258,10059.57129,10510.30859,10829.87402,10975.60645,11461.90332,12155.86914,12976.05664,13656.04785,14216.79199,14268.56934,13666.66113,12768.67188,12743.08008,12715.91504,12965.20508,13317.62793,
12129,Wakulla County (FL),148.8645477,158.9874573,171.2822266,181.808136,191.5980225,201.3090973,215.3127747,214.7420959,261.7093506,283.4667664,309.8379822,317.4654846,342.0544739,356.3016663,385.5169983,416.4573364,443.3124695,446.7933044,448.7826538,440.6195679,436.9465027,401.7322388,376.0119019,397.1042786,
12131,Walton County (FL),542.7536621,551.9135742,578.5113525,640.2633057,697.3579102,702.0516357,722.9980469,765.2247925,918.7565308,1165.641235,1125.928833,1166.689575,1212.709351,1373.904663,1522.281616,1794.984985,2285.475586,2317.327393,2079.7229,1883.035034,1837.509155,1975.598633,2055.290527,2115.182861,
12133,Washington County (FL),243.8380127,253.4487152,261.0154419,268.7742004,289.6889038,329.7455444,359.916626,374.4082642,379.5545044,420.8500366,431.5923462,403.6124573,398.1141357,412.1577759,443.7339478,457.9016113,482.2031555,482.7558899,452.4960327,453.5608826,451.673645,456.8604736,461.8944397,446.670929,
13001,Appling County (GA),489.1296997,530.1617432,545.2217407,565.4608154,615.2120972,599.6852417,587.6779175,625.5318604,646.7704468,659.4685669,687.1315308,630.5074463,596.3306274,598.880127,627.2555542,664.3274536,639.0116577,632.9138794,666.8967285,657.1509399,698.46521,712.7803955,710.3331909,742.875,
13003,Atkinson County (GA),92.80905914,87.4781189,99.36434174,114.3702011,136.3778229,138.3575592,139.6944733,151.5107269,154.8713531,169.3781586,169.7133026,141.0577393,138.7890625,143.9089355,139.0301361,142.5335236,139.4387665,134.5626678,145.8762054,138.5714264,140.4515228,146.1430054,148.0711975,153.7566528,
13005,Bacon County (GA),199.2307434,197.3994446,210.2985535,215.5018463,239.6742859,255.28479,265.6494141,263.3227234,285.8044128,306.6760559,329.008606,330.2827759,285.0412292,286.9063416,294.5542908,340.2200623,327.3225708,324.8855896,329.4590149,321.1994629,325.4632874,324.1594543,329.6474609,343.3074646,
